SEQ_ID	SYMBOL	GENE_NAME
XM_001065223	Dgcr6	similar to DGCR6 protein (DiGeorge syndrome critical region 6 homolog)
XM_001065226	RGD1307830	similar to odorant response abnormal 4 isoform 1
XM_001065231	Ap4b1	similar to AP-4 complex subunit beta-1 (Adapter-related protein complex 4 beta-1 subunit) (Beta subunit of AP-4) (AP-4 adapter complex beta subunit)
XM_001065232	Nup205	similar to Nuclear pore complex protein Nup205 (Nucleoporin Nup205) (205 kDa nucleoporin)
XM_001065234	Praf1	similar to RNA polymerase I associated factor 53
XM_001065235	RGD1566319	similar to Sestrin-2 isoform 2
XM_001065237	LOC685780	hypothetical protein
XM_001065238	Rars	similar to Arginyl-tRNA synthetase (Arginine--tRNA ligase) (ArgRS)
XM_001065240	LOC683282	similar to developmental pluripotency-associated 2
XM_001065241	Pkp2	similar to plakophilin 2
XM_001065242	LOC685781	similar to Discoidin domain-containing receptor 2 precursor (Discoidin domain receptor 2) (Receptor protein-tyrosine kinase TKT) (Tyrosine-protein kinase TYRO 10) (Neurotrophic tyrosine kinase, receptor-related 3) (CD167b antigen)
XM_001065243	LOC683283	similar to S-adenosylmethionine synthetase isoform type-2 (Methionine adenosyltransferase 2) (AdoMet synthetase 2) (Methionine adenosyltransferase II) (MAT-II)
XM_001065244	LOC685782	similar to PRAME family member 9
XM_001065246	RGD1306694	similar to Hook-related protein 1
XM_001065248	RGD1561302	hypothetical protein
XM_001065250	Cts8	similar to cathepsin 8
XM_001065252	RGD1565969	similar to cyclin fold protein 1
XM_001065253	Pcdhb17	similar to protocadherin beta 17
XM_001065258	LOC683288	similar to Charged multivesicular body protein 4b (Chromatin-modifying protein 4b) (CHMP4b)
XM_001065262	RGD1563056	hypothetical protein
XM_001065264	LOC683290	hypothetical protein
XM_001065266	LOC685784	hypothetical protein
XM_001065268	LOC683291	hypothetical protein
XM_001065270	Tbcc	similar to beta-tubulin cofactor C
XM_001065272	LOC685786	hypothetical protein
XM_001065275	RGD1559808	similar to 40S ribosomal protein S26
XM_001065276	LOC685789	hypothetical protein
XM_001065278	RGD1564931	similar to Germ cell-less protein-like 2 (mGclh)
XM_001065281	RGD1560720	hypothetical protein
XM_001065282	Slc22a18	similar to tumor suppressing subtransferable candidate 5 isoform 3
XM_001065284	RGD1307830	similar to odorant response abnormal 4 isoform 2
XM_001065285	Ewsr1	similar to Ewing sarcoma breakpoint region 1 isoform EWS
XM_001065286	RGD1308775	hypothetical protein
XM_001065288	Mitf	similar to Microphthalmia-associated transcription factor isoform 1
XM_001065290	RGD1566319	similar to Sestrin-2 isoform 3
XM_001065291	Rnf7	similar to RING-box protein 2 (Rbx2) (RING finger protein 7) (Sensitive to apoptosis gene protein)
XM_001065293	LOC685793	similar to serine/threonine kinase
XM_001065296	RGD1308541	similar to RIKEN cDNA 5730590G19-like
XM_001065297	Garp	similar to Leucine-rich repeat-containing protein 32 precursor (GARP protein) (Garpin) (Glycoprotein A repetitions predominant)
XM_001065302	LOC683301	similar to transforming growth factor, beta receptor III (betaglycan, 300kDa)
XM_001065304	LOC685796	hypothetical protein
XM_001065305	LOC685797	hypothetical protein
XM_001065306	RGD1308179	hypothetical protein
XM_001065307	Tdh	similar to L-threonine dehydrogenase
XM_001065314	Cplx4	similar to complexin 4
XM_001065316	LOC683304	hypothetical protein
XM_001065319	LOC683306	similar to Cytochrome c, somatic
XM_001065323	LOC683308	similar to extraembryonic, spermatogenesis, homeobox 1-like
XM_001065324	RGD1305158	hypothetical protein
XM_001065325	RGD1559493	hypothetical protein
XM_001065330	LOC683311	similar to S-arrestin (Retinal S-antigen) (48 kDa protein) (S-AG) (Rod photoreceptor arrestin)
XM_001065332	LOC685805	similar to spermatogenesis associated glutamate (E)-rich protein 4d
XM_001065335	LOC367889	similar to zinc finger CCCH type containing 11A
XM_001065337	Zfx	similar to Zinc finger X-chromosomal protein
XM_001065341	Slc22a18	similar to tumor suppressing subtransferable candidate 5 isoform 4
XM_001065343	RGD1305422	similar to Protein KIAA0226
XM_001065344	RGD1560731	similar to G protein-coupled receptor 146
XM_001065345	LOC688776	similar to 60S ribosomal protein L23a
XM_001065346	Ewsr1	similar to Ewing sarcoma breakpoint region 1 isoform EWS
XM_001065347	LOC683460	hypothetical protein isoform 1
XM_001065350	RGD1311752	similar to dimethyladenosine transferase
XM_001065351	RGD1562344	similar to pro-apoptotic Bcl-2 protein isoform a
XM_001065352	Mitf	similar to Microphthalmia-associated transcription factor isoform 2
XM_001065355	LOC685608	hypothetical protein
XM_001065356	LOC689959	hypothetical protein
XM_001065358	LOC685810	hypothetical protein
XM_001065359	Mthfd1l	similar to methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like
XM_001065361	Kif7	similar to kinesin family member 7
XM_001065363	LOC685811	hypothetical protein
XM_001065365	Ctxn	cortexin
XM_001065370	Hsd17b13	similar to short-chain dehydrogenase/reductase 9
XM_001065372	Ankrd26	similar to ankyrin repeat domain 26
XM_001065376	Evi1	similar to Ecotropic virus integration 1 site protein
XM_001065378	LOC683317	similar to 60S ribosomal protein L38
XM_001065379	Sema3d	similar to Semaphorin-3D precursor
XM_001065383	Ttc22	hypothetical protein
XM_001065384	RGD1305264	similar to CG5290-PA
XM_001065387	LOC685815	hypothetical protein
XM_001065389	RGD1560622	hypothetical protein
XM_001065390	LOC685817	similar to Myosin-9B (Myosin IXb) (Unconventional myosin-9b)
XM_001065392	LOC302192	similar to Discs large homolog 5 (Placenta and prostate DLG) (Discs large protein P-dlg)
XM_001065393	LOC685819	hypothetical protein
XM_001065395	LOC685821	hypothetical protein
XM_001065402	Srd5a2l2	similar to steroid 5 alpha-reductase 2-like 2
XM_001065403	LOC683460	hypothetical protein isoform 2
XM_001065406	Mitf	similar to Microphthalmia-associated transcription factor isoform 3
XM_001065407	RGD1560707	similar to Leucine-rich repeat transmembrane neuronal protein 4 precursor
XM_001065409	Rasa2	similar to Ras GTPase-activating protein 2 (GAP1m)
XM_001065412	LOC683321	similar to zinc finger protein interacting with K protein 1
XM_001065413	Wnt11	similar to Protein Wnt-11 precursor
XM_001065414	LOC685826	similar to reprimo-like
XM_001065417	RGD1566036	hypothetical protein
XM_001065422	Comtd1	similar to catechol-O-methyltransferase domain containing 1
XM_001065424	LOC683324	similar to Nucleolar GTP-binding protein 1 (Chronic renal failure gene protein) (GTP-binding protein NGB)
XM_001065428	Ccbe1	similar to collagen and calcium binding EGF domains 1
XM_001065429	RGD1311099	similar to retinitis pigmentosa GTPase regulator interacting protein 1
XM_001065431	LOC365723	similar to zinc finger protein 458
XM_001065432	LOC683326	hypothetical protein
XM_001065433	RGD1560000	similar to tubulin, alpha 1
XM_001065436	LOC499814	similar to F54C1.5a
XM_001065439	Birc6	similar to baculoviral IAP repeat-containing 6
XM_001065440	RGD1564044	similar to Chromosome-associated kinesin KIF4A (Chromokinesin)
XM_001065442	LOC685834	similar to zinc finger protein 740
XM_001065443	LOC367269	similar to restin
XM_001065444	RGD1305680	hypothetical protein
XM_001065445	RGD1563309	similar to diacylglycerol kinase, delta 130kDa isoform 1
XM_001065446	LOC685835	similar to spermatogenesis associated glutamate (E)-rich protein 4d
XM_001065451	RGD1565862	similar to Spindlin-like protein 2 (SPIN-2)
XM_001065454	Elovl7	similar to ELOVL family member 7, elongation of long chain fatty acids
XM_001065459	RGD1308257	similar to desmin
XM_001065462	Acpl2	similar to acid phosphatase-like 2 isoform 1
XM_001065465	Hccs	similar to Cytochrome c-type heme lyase (CCHL) (Holocytochrome c-type synthase)
XM_001065467	LOC685840	similar to interferon-lambda2
XM_001065468	LOC685841	hypothetical protein
XM_001065469	Zbtb2	similar to zinc finger and BTB domain containing 2
XM_001065471	RGD1561870	similar to ribosomal protein L27
XM_001065472	Pdzk8	similar to PDZ domain containing 8
XM_001065473	LOC685842	similar to CG13990-PA
XM_001065475	RGD1308126	hypothetical protein
XM_001065476	Elavl1	similar to ELAV (embryonic lethal, abnormal vision, Drosophila)-like 1 (Hu antigen R)
XM_001065477	LOC685844	similar to EAT-2-related transducer
XM_001065482	Xkr6	similar to XK-related protein 6
XM_001065484	LOC683336	similar to heat shock protein 1, alpha
XM_001065485	LOC498735	similar to Protein C6orf146 homolg
XM_001065491	RGD1562968	similar to Single-stranded DNA-binding protein 2 (Sequence-specific single-stranded-DNA-binding protein 2)
XM_001065492	Mlf1	similar to Myeloid leukemia factor 1 (Myelodysplasia-myeloid leukemia factor 1) (Hematopoietic lineage switch 7)
XM_001065493	Sim1	similar to Single-minded homolog 1 (mSIM1)
XM_001065494	Tnfaip6	similar to Tumor necrosis factor-inducible protein TSG-6 precursor (TNF-stimulated gene 6 protein)
XM_001065495	RGD1566215	similar to Coatomer gamma-2 subunit (Gamma-2 coat protein) (Gamma-2 COP)
XM_001065496	LOC500152	similar to multimerin 1
XM_001065498	LOC685849	hypothetical protein
XM_001065499	RGD1561195	similar to ribosomal protein L31
XM_001065500	Gpatc3	similar to G patch domain containing 3
XM_001065501	LOC683338	hypothetical protein
XM_001065502	LOC685850	similar to otogelin
XM_001065503	LOC685851	similar to barrier to autointegration factor 1
XM_001065506	Sorl1	similar to Sortilin-related receptor precursor (Sorting protein-related receptor containing LDLR class A repeats) (mSorLA) (SorLA-1) (Low-density lipoprotein receptor relative with 11 ligand-binding repeats) (LDLR relative with 11 ligand-binding re...
XM_001065507	LOC685852	similar to restin
XM_001065509	RGD1308469	similar to ribosomal protein L7-like 1
XM_001065510	Usp40	similar to Ubiquitin carboxyl-terminal hydrolase 40 (Ubiquitin thiolesterase 40) (Ubiquitin-specific processing protease 40) (Deubiquitinating enzyme 40)
XM_001065511	LOC685853	hypothetical protein
XM_001065512	LOC685854	similar to Myosin-9B (Myosin IXb) (Unconventional myosin-9b)
XM_001065519	LOC683341	hypothetical protein
XM_001065522	Angpt2	similar to angiopoietin 2
XM_001065523	Sec61a2	similar to Sec61, alpha subunit 2
XM_001065525	Mitf	similar to microphthalmia-associated transcription factor isoform 5
XM_001065526	Gpr68	similar to G protein-coupled receptor 68
XM_001065527	RGD1562236	similar to breast cancer membrane protein 101 isoform 1
XM_001065528	Acpl2	similar to acid phosphatase-like 2 isoform 2
XM_001065530	LOC685861	similar to interferon-lambda2
XM_001065531	RGD1310945	similar to CG31790-PA
XM_001065532	LOC683345	similar to leukocyte immunoglobulin-like receptor subfamily A member 5 isoform 1
XM_001065533	RGD1559862	hypothetical protein
XM_001065536	Iars2	similar to isoleucine-tRNA synthetase 2, mitochondrial
XM_001065537	LOC685863	hypothetical protein
XM_001065538	Klhl8	similar to Kelch-like protein 8
XM_001065540	RGD1561672	similar to echinoderm microtubule associated protein like 5
XM_001065544	RGD1564668	similar to leucine rich repeat containing 22
XM_001065546	LOC683347	similar to cathepsin M
XM_001065548	RGD1566175	similar to 40S ribosomal protein S2
XM_001065550	LOC685864	hypothetical protein
XM_001065551	LOC685865	similar to zinc finger protein 458
XM_001065555	LOC683348	similar to testis specific gene A13
XM_001065556	LOC683349	hypothetical protein
XM_001065559	RGD1563440	hypothetical protein
XM_001065560	Sfn	similar to 14-3-3 protein sigma (Stratifin)
XM_001065561	Card12	similar to caspase recruitment domain family, member 12
XM_001065562	LOC685867	similar to myosin, light polypeptide 6, alkali, smooth muscle and non-muscle
XM_001065563	LOC685868	similar to otogelin
XM_001065564	LOC685869	hypothetical protein
XM_001065565	LOC685870	similar to restin
XM_001065566	LOC683351	hypothetical protein
XM_001065569	LOC685871	similar to spermatogenesis associated glutamate (E)-rich protein 4d
XM_001065570	LOC685872	similar to Spetex-2C protein
XM_001065571	LOC298820	hypothetical protein
XM_001065574	LOC685874	similar to Protein CXorf48 (Tumor antigen BJ-HCC-20)
XM_001065575	LOC367746	similar to Spindlin-like protein 2 (SPIN-2)
XM_001065582	Rsbn1	similar to rosbin, round spermatid basic protein 1
XM_001065585	RGD1559797	hypothetical protein
XM_001065587	RGD1566243	hypothetical protein isoform 1
XM_001065593	Mesp1	similar to mesoderm posterior 1
XM_001065596	LOC683356	similar to HIG1 domain family, member 2A
XM_001065599	Aff1	similar to AF4/FMR2 family member 1 (AF-4 protein) (Proto-oncogene AF4)
XM_001065601	RGD1564316	similar to Macrophage scavenger receptor types I and II (Macrophage acetylated LDL receptor I and II) (Scavenger receptor type A) (SR-A)
XM_001065605	LOC685878	hypothetical protein
XM_001065607	RGD1307225	similar to EGF-like-domain, multiple 3
XM_001065608	RGD1562474	similar to Telomere-associated protein RIF1 (Rap1-interacting factor 1 homolog) (mRif1)
XM_001065613	RGD1565731	hypothetical protein
XM_001065615	RGD1560696	similar to Mob3b protein
XM_001065619	LOC685883	similar to myosin light chain 1 slow a
XM_001065623	Slc30a8	similar to solute carrier family 30 (zinc transporter), member 8
XM_001065624	RGD1566321	similar to fidgetin-like 1
XM_001065626	LOC685885	similar to RD RNA-binding protein
XM_001065627	Ptcra	similar to pre T-cell antigen receptor alpha
XM_001065629	RGD1565687	similar to C34G6.1
XM_001065630	LOC685886	similar to RIKEN cDNA 5031410I06
XM_001065631	RGD1564811	similar to pleckstrin homology domain containing, family E (with leucine rich repeats) member 1
XM_001065632	LOC683365	similar to selenocysteine lyase
XM_001065637	Pprc1	similar to PGC-1 related co-activator
XM_001065639	LOC684436	similar to ring fnger protein 168 isoform 1
XM_001065641	RGD1564058	similar to UPF0139 protein CGI-140
XM_001065643	Mitf	similar to Microphthalmia-associated transcription factor isoform 7
XM_001065644	RGD1309059	similar to falafel CG9351-PA, isoform A isoform 1
XM_001065645	Naca	similar to nascent polypeptide-associated complex alpha polypeptide
XM_001065647	RGD1566243	hypothetical protein isoform 2
XM_001065650	Mesp2	similar to mesoderm posterior 2
XM_001065651	LOC683369	hypothetical protein
XM_001065654	LOC685890	hypothetical protein
XM_001065655	Dppa1	similar to developmental pluripotency associated 1
XM_001065656	LOC685891	hypothetical protein
XM_001065657	RGD1564874	similar to NK1 transcription factor related 2-like,b
XM_001065659	Zfp503	similar to zinc-finger protein NOLZ1
XM_001065660	Sox7	similar to Transcription factor SOX-7 (mSOX7)
XM_001065661	LOC290595	hypothetical protein
XM_001065665	LOC291545	similar to Glyceraldehyde-3-phosphate dehydrogenase (GAPDH)
XM_001065667	LOC685894	similar to heterogeneous nuclear ribonucleoprotein A3
XM_001065668	LOC310487	similar to purinergic receptor P2Y, G-protein coupled, 4
XM_001065674	Tsga13	similar to Kruppel-like factor 14
XM_001065677	LOC685898	hypothetical protein
XM_001065678	LOC685899	similar to sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1
XM_001065680	Ifnk	similar to interferon kappa precursor
XM_001065681	LOC683375	similar to SH3 domain binding protein CR16
XM_001065683	Slc30a6	similar to solute carrier family 30 (zinc transporter), member 6
XM_001065684	LOC314393	similar to thyroid hormone receptor interactor 11
XM_001065686	LOC685900	similar to epsin 2 isoform a
XM_001065688	LOC685901	similar to spermatogenesis associated glutamate (E)-rich protein 4b
XM_001065693	RGD1305846	hypothetical protein
XM_001065695	LOC685904	similar to Spetex-2F protein
XM_001065698	LOC684436	similar to ring fnger protein 168 isoform 2
XM_001065699	Pcqap	similar to Positive cofactor 2 glutamine/Q-rich-associated protein (PC2 glutamine/Q-rich-associated protein) (mPcqap)
XM_001065700	Glt25d1	similar to glycosyltransferase 25 domain containing 1 isoform 1
XM_001065703	LOC500082	similar to Diacylglycerol kinase iota (Diglyceride kinase iota) (DGK-iota) (DAG kinase iota) isoform 1
XM_001065704	RGD1566243	hypothetical protein isoform 3
XM_001065705	LOC501039	similar to solute carrier family 25, member 36
XM_001065707	RGD1566031	similar to PDZ domain containing 10
XM_001065708	LOC685905	similar to F-box only protein 27
XM_001065714	LOC685906	similar to splicing coactivator subunit SRm300
XM_001065716	LOC683389	hypothetical protein
XM_001065717	Slc30a10	similar to solute carrier family 30 (zinc transporter), member 10 isoform a
XM_001065719	LOC685908	similar to Discs large homolog 5 (Placenta and prostate DLG) (Discs large protein P-dlg)
XM_001065720	LOC685909	similar to H2A histone family, member V isoform 1
XM_001065721	RGD1306371	similar to ZK742.2
XM_001065723	RGD1565212	hypothetical protein
XM_001065725	RGD1565540	similar to CTLA-2-beta protein precursor
XM_001065727	Slc25a2	similar to solute carrier family 25 member 2
